Inv. Nr.,Stadtmuseum ID,Link,Inv.-Nr.,Bild,Titel,Maße,Höhe,Breite,Tiefe,Unit,Material,Material Wikidata ID,Datierung in mya,Erdzeitalter,Erdzeitalter Wikidata ID,Herkunft,Herkunft Koordinate,Herkunft Wikidata ID,Herkunft Geoname ID,Fundort,Fundort Koordinate,Fundort Wikidata ID,Fundort Geoname ID,Kommentar,
SM 2012-2867,429901,https://sammlung-online.stadtmuseum.de/index.html?objektid=429901,SM-2012-2867,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2867_MichaelSetzpfandt.jpg,Palaeoporellen-Kalk,"H: 7,60 cm, B: 17,40 cm, T: 7,20 cm","7,6","17,4","7,2",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund bei Öland,,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Palaeoporellen-Kalk ist ein Geschiebe aus Skandinavien. Anstehend ist das Gestein unbekannt; das Herkunftsgebiet liegt vermutlich am Ostseegrund, östlich und nördlich der Insel Öland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Es ist ein weißer, oft rötlich oder grünlich gefärbter, dichter Algenkalk, der von 2 - 3 mm starken Röhren aus klarem Kalkspat durchzogen wird. Die fossil erhaltene Kalkalge Palaeoporella ist namengebend für dieses Gestein.",9
SM 2012-2868,429902,https://sammlung-online.stadtmuseum.de/index.html?objektid=429902,SM-2012-2868,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2868_MichaelSetzpfandt.jpg,Palaeoporellen-Kalk,"H: 6,00 cm, B: 10,90 cm, T: 9,30 cm",6,"10,9","9,3",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund bei Öland,,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Palaeoporellen-Kalk ist ein Geschiebe aus Skandinavien. Anstehend ist das Gestein unbekannt; das Herkunftsgebiet liegt vermutlich am Ostseegrund, östlich und nördlich der Insel Öland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Es ist ein weißer, oft rötlich oder grünlich gefärbter, dichter Algenkalk, der von 2 - 3 mm starken Röhren aus klarem Kalkspat durchzogen wird. Die fossil erhaltene Kalkalge Palaeoporella ist namengebend für dieses Gestein.",9
SM 2012-2869,429903,https://sammlung-online.stadtmuseum.de/index.html?objektid=429903,SM-2012-2869,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2869.jpg,Palaeoporellen-Kalk,"H: 8,40 cm, B: 14,20 cm, T: 9,10 cm","8,4","14,2","9,1",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund bei Öland,,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Palaeoporellen-Kalk ist ein Geschiebe aus Skandinavien. Anstehend ist das Gestein unbekannt; das Herkunftsgebiet liegt vermutlich am Ostseegrund, östlich und nördlich der Insel Öland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Es ist ein weißer, oft rötlich oder grünlich gefärbter, dichter Algenkalk, der von 2 - 3 mm starken Röhren aus klarem Kalkspat durchzogen wird. Die fossil erhaltene Kalkalge Palaeoporella ist namengebend für dieses Gestein. Häufig enthält der Kalk gezackte Drucklösungs-Suturen (Stylolithen), die in diesem Stück gut zu erkennen sind.",9
SM 2012-2870 1-2,429904,https://sammlung-online.stadtmuseum.de/index.html?objektid=429904,SM-2012-2870-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2870-1-2_MichaelSetzpfandt.jpg,Kullsberg-Kalk,"H: 4,90 cm, B: 11,80 cm, T: 9,00 cm","4,9","11,8",9,cm,Kalkstein,Q23757,458,Ordovizium,Q62100,"Dalarne, Mittelschweden",,Q205218,2699767,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Kullsberg-Kalk ist ein Geschiebe aus Dalarne, Schweden. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Im oberen Ordovizium bildete sich im Siljan Gebiet ein Riff, dessen Kalk als Leptaena-Kalk beschrieben ist. Dieser wird heute in den unteren Kullsberg-Kalk und den oberen Boda-Kalk unterteilt. Beide Kalke gehören zu den selteneren Geschieben. Es handelt sich um ziegel- bis bräunlich rote, feinkristalline Kalke, die von zahlreichen Gängen und Drusen aus weißem Kalkspat durchzogen werden. Der Kullsberg-Kalk ist fossilreich und enthält vornehmlich Trochiten (Seelilienstielglieder), Brachiopoden und Bryozoen.","6,9"
SM 2012-2871,429905,https://sammlung-online.stadtmuseum.de/index.html?objektid=429905,SM-2012-2871,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2871_MichaelSetzpfandt.jpg,Boda-Kalk,"H: 5,40 cm, B: 11,60 cm, T: 11,30 cm","5,4","11,6","11,3",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,"Dalarne, Mittelschweden",,Q205218,2699767,Rügen,,Q3237,2843325,"Der Boda-Kalk ist ein Geschiebe aus Dalarne, Schweden. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Im oberen Ordovizium bildete sich im Siljan Gebiet ein Riff, dessen Kalk als Leptaena-Kalk beschrieben ist. Dieser wird heute in den unteren Kullsberg-Kalk und den oberen Boda-Kalk unterteilt. Beide Kalke gehören zu den selteneren Geschieben. Es handelt sich um ziegel- bis bräunlich rote, feinkristalline Kalke, die von zahlreichen Gängen und Drusen aus weißem Kalkspat durchzogen werden. Der Boda-Kalk enthält oft eine reiche Fauna mit Brachiopoden, Muscheln, Trilobiten und Seelilienstielgliedern.","6,9"
SM 2012-2872,429906,https://sammlung-online.stadtmuseum.de/index.html?objektid=429906,SM-2012-2872,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2872.jpg,Boda-Kalk,"H: 6,50 cm, B: 12,10 cm, T: 8,90 cm","6,5","12,1","8,9",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,"Dalarne, Mittelschweden",,Q205218,2699767,"Jasmund, Rügen",,Q460219,2895140,"Der Boda-Kalk ist ein Geschiebe aus Dalarne, Schweden. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Im oberen Ordovizium bildete sich im Siljan Gebiet ein Riff, dessen Kalk als Leptaena-Kalk beschrieben ist. Dieser wird heute in den unteren Kullsberg-Kalk und den oberen Boda-Kalk unterteilt. Beide Kalke gehören zu den selteneren Geschieben. Es handelt sich um ziegel- bis bräunlich rote, feinkristalline Kalke, die von zahlreichen Gängen und Drusen aus weißem Kalkspat durchzogen werden. Der Boda-Kalk enthält oft eine reiche Fauna mit Brachiopoden, Muscheln, Trilobiten und Seelilienstielgliedern.","6,9"
SM 2012-2873,429907,https://sammlung-online.stadtmuseum.de/index.html?objektid=429907,SM-2012-2873,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2873.jpg,Boda-Kalk,"H: 8,50 cm, B: 16,00 cm, T: 11,30 cm","8,5",16,"11,3",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,"Dalarne, Mittelschweden",,Q205218,2699767,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Boda-Kalk ist ein Geschiebe aus Dalarne, Schweden. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Im oberen Ordovizium bildete sich im Siljan Gebiet ein Riff, dessen Kalk als Leptaena-Kalk beschrieben ist. Dieser wird heute in den unteren Kullsberg-Kalk und den oberen Boda-Kalk unterteilt. Beide Kalke gehören zu den selteneren Geschieben. Es handelt sich um ziegel- bis bräunlich rote, feinkristalline Kalke, die von zahlreichen Gängen und Drusen aus weißem Kalkspat durchzogen werden. Der Boda-Kalk enthält oft eine reiche Fauna mit Brachiopoden, Muscheln, Trilobiten und Seelilienstielgliedern.","6,9"
SM 2012-2874,429908,https://sammlung-online.stadtmuseum.de/index.html?objektid=429908,SM-2012-2874,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2874.jpg,Lavendelblauer Hornstein,"H: 3,20 cm, B: 7,40 cm, T: 5,10 cm","3,2","7,4","5,1",cm,Hornstein,Q2647337,445,Ordovizium,Q62100,Bottnische See,,Q1649939,,Braunkohlegrube Schlabendorf,,Q18027701,2839036,"Lavendelblauer Hornstein ist ein Geschiebe aus der Bottensee und Süd-Finnland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). An Ordoviziumischen Kalken sowie an Korallen, Brachiopoden, Trilobiten und anderen Tiergruppen vollzog sich im Ordovizium eine Metasomatose, indem Kalzit am Ort der Sedimentation durch blaugrauen Hornstein (amorphes SiO2) ersetzt wurde. Diese Verkieselungen wurden am Ende des Tertiärs vermutlich als Gerölle eines Flusses nach SSW transportiert und im Bereich der südlichen Ostsee abgelagert. Dieser tertiäre Fluss wird als Baltischer Urstrom bezeichnet. Das vorliegende Stück zeigt die tabulate Koralle Favosites.","9,12"
SM 2012-2876,429910,https://sammlung-online.stadtmuseum.de/index.html?objektid=429910,SM-2012-2876,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2876.jpg,Riff-Kalk mit Schweröl,"H: 5,20 cm, B: 8,90 cm, T: 6,10 cm","5,2","8,9","6,1",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,"Dalarne, Mittelschweden",,Q205218,2699767,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Riff-Kalk ist ein Geschiebe aus Dalarne, Schweden. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Im oberen Ordovizium entstand im Gebiet des heutigen Siljan-Sees ein Riff, aus dem verschiedene Riff-Kalke stammen. Der vorliegende Riff-Kalk enthält viele Seelilienstielglieder und zeigt Hohlraumfüllungen mit Schweröl-Resten (Bitumen).",9
SM 2012-2877,429911,https://sammlung-online.stadtmuseum.de/index.html?objektid=429911,SM-2012-2877,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2877.jpg,Dicellograptus-Schiefer mit Bentonit,"H: 3,90 cm, B: 11,00 cm, T: 4,80 cm","3,9",11,"4,8",cm,Schiefer,Q207079,465,Ordovizium,Q62100,Schonen oder Bornholm,"55.403528, 14.554462",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,Der Dicellograptus-Schiefer ist ein Geschiebe aus Schonen oder Bornholm. Sein Alter beträgt ungefähr 465 Millionen Jahre (mittleres Ordovizium). Über dem schwarzen Komstad-Kalk von Schonen und Bornholm folgt eine 90 m dicke Lage von Dicellograptus-Schiefer. Dieser wurde lokal von einer Bentonitschicht überlagert und dadurch verkieselt. Der Schiefer im vorliegenden Stück enthält den Graptolithen Climacograptus.,"9,24"
SM 2012-3172,430583,https://sammlung-online.stadtmuseum.de/index.html?objektid=430583,SM-2012-3172,StadtmuseumBerlin_GeologischeSammlung_SM-2012-3172_MichaelSetzpfandt.jpg,Oberer Roter Orthocerenkalk,"H: 7,30 cm, B: 17,50 cm, T: 13,20 cm","7,3","17,5","13,2",cm,Kalkstein,Q23757,470,Ordovizium,Q62100,"Öland, Süd-bis Mittelschweden",,Q239276,2687204,Kiesgrube in Brandenburg,,,2945356,"Der Obere Rote Orthocerenkalk ist ein Geschiebe aus Öland und Süd- Mittelschweden. Sein Alter beträgt 470 Millionen Jahre (mittleres Ordovizium, Llanvirn). Er unterscheidet sich vom Unteren Roten Orthocerenkalk durch das Auftreten zahlreicher Orthoceren (Endoceras sp.und Orthoceras sp.). Innerhalb des Kalkes wird nochmals in den feinkristallinen, überwiegend gleichmäßig roten Gigas-Kalk (mit charakteristischen Fossilien) sowie den Platyurus-Kalk unterschieden. Dieser bunte, dunkelviolette bis braunrote oder graugrün ockerfleckige, sehr fossilreiche Kalk enthält oft Cephalopodengehäuse, die einen weichen, abreibbaren Hämatit-Überzug aufweisen. Das vorliegende Stück enthält viele Endoceren, die einen roten Hämatit-Überzug aufweisen.",9
SM 2012-4232,437174,https://sammlung-online.stadtmuseum.de/index.html?objektid=437174,SM-2012-4232,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4232.jpg,Påskallavik-Porphyr,"H: 18,00 cm, B: 31,50 cm, T: 18,00 cm",18,"31,5",18,cm,Porphyr,Q337238,1800,Präkambrium,Q103910,"Påskallavik, Schweden",,Q2443421,2684386,Kiesgrube Bochow bei Damsdorf,"52.366170, 12.776859",,,"Der Påskallavik-Porphyr ist ein kristallines Leitgeschiebe aus Schweden. Sein Alter beträgt 1,8 Milliarden Jahre (Präkambrium).Benannt ist dieses Gestein nach seinem Herkunftsgebiet, der kleinen Ortschaft Påskallavik an der südschwedischen Ostküste, unweit von Oskarshamn. Der Porphyr führt sehr viele, bis 2 cm große, rosafarbene Feldspat-Einsprenglinge und bis 5 mm große, runde, graublaue Quarze. Die Feldspäte sind meist eckig mit abgerundeten Ecken, sie sind meist zoniert (d.h. dunkler Kern, heller Rand). Die Matrix ist feinkörnig, graubraun bis braunviolett. Durch seine Ähnlichkeit mit Blutwurst ist er leicht erkennbar.","16,21"
SM 2012-4233,437176,https://sammlung-online.stadtmuseum.de/index.html?objektid=437176,SM-2012-4233,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4233.jpg,Kieselkalk mit Schwämmen,"H: 4,90 cm, B: 14,70 cm, T: 8,00 cm","4,9","14,7",8,cm,Kalkstein,Q23757,87-72,Kreide,Q44626,Ostsee,,Q545,2633321,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Der Kieselkalk ist ein Geschiebe aus dem südlichen Ostseeraum. Sein Alter beträgt 87 - 72 Millionen Jahre (obere Kreide). Er beinhaltet den kreidezeitlichen Schwamm Meandrospongia sp., dessen Skelett-Querschnitte im gesägten und polierten Stein gut zu erkennen sind.","9,15"
SM 2012-4234,437178,https://sammlung-online.stadtmuseum.de/index.html?objektid=437178,SM-2012-4234,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4234.jpg,Sternberger Gestein,"H: 4,70 cm, B: 15,20 cm, T: 10,70 cm","4,7","15,2","10,7",cm,Sandstein,Q13085,28,Tertiär,Q188645,Sternberg,,,2827336,Kiesgrube Pinnow bei Schwerin,"53.596828, 11.566880",,,"Das Sternberger Gestein ist ein fossilreicher Sandstein, der im obersten Oligozän in einem warmen Flachmeer gebildet wurde und von vielen ausgebleichten Molluskenschalen durchsetzt ist. Sein Alter beträgt 28 Millionen Jahre. Das Fundgebiet erstreckt sich vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Es handelt sich um ein Lokalkgeschiebe. Eiszeitliche Gletscher haben Schollen dieser Ablagerung vom Untergrund losgerissen und nach kurzem Transport wieder abgesetzt.",23
SM 2012-4276,437926,https://sammlung-online.stadtmuseum.de/index.html?objektid=437926,SM-2012-4276,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4276_MichaelSetzpfandt.jpg,Feuerstein mit Seeigel,"H: 5,80 cm, B: 11,80 cm, T: 10,00 cm","5,8","11,8",10,cm,Feuerstein,Q83087,72,Kreide,Q44626,Dänemark und Schonen,"55.717291, 11.835345",,,Havelberge in Berlin,,,2908645,"Der Feuerstein ist ein Geschiebe aus Dänemark oder Schonen. Sein Alter beträgt ca. 72 Millionen Jahre (obere Kreide, Maastricht). Das Stück zeigt den Abdruck eines Interambulacralfeldes des Seeigels Echinocorys sp. mit großen Stachelwarzen. Auf der Rückseite befindet sich eine verkieselte Foraminifere (Frondicularia). Die helle, bräunliche Farbe des Steins ist auf Verwitterungsprozesse zurückzuführen.","8,9,15"
SM 2012-4277,437932,https://sammlung-online.stadtmuseum.de/index.html?objektid=437932,SM-2012-4277,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4277_MichaelSetzpfandt.jpg,Kalksandstein mit Belemnit,"H: 10,40 cm, B: 22,00 cm, T: 14,50 cm","10,4",22,"14,5",cm,Kalksandstein,Q13085,87-72,Kreide,Q44626,"Ostseebecken, evt. Bornholm oder Kristianstad-Becken","55.621676, 14.474840",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der glaukonithaltige Kalksandstein ist ein Geschiebe aus der Ostsee, vermutlich aus der Region von Bornholm. Sein Alter beträgt zwischen 87 - 72 Millionen Jahre (obere Kreide). Das Stück enthält Belemniten und Fragmente von Muscheln. Die verkieselten Partien stammen von Kieselschwämmen.","9,15"
SM 2012-4278,437936,https://sammlung-online.stadtmuseum.de/index.html?objektid=437936,SM-2012-4278,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4278_MichaelSetzpfandt.jpg,Ophiomorpha nodosa,"H: 3,40 cm, B: 17,40 cm, T: 5,50 cm","3,4","17,4","5,5",cm,Kalksandstein,Q13085,61,Tertiär,Q188645,"Ostseegrund zwischen Schonen, Bornholm und Rügen","55.049735, 13.852767",,,Kiesgrube Metzelthin,"53.185236, 13.516131",,,"Ophiomorpha ist ein Ichnofossil, das hier im ""aschgrauen Paläozängestein"" vorliegt. Dieses ist ein Geschiebe vom südlichen Ostseegrund. Sein Alter beträgt 61 Millionen Jahre (Tertiär, Paläozän, Seelandium). Es handelt sich bei Ophiomorpha um den Wohnbau eines Krebses, der von innen mit verkitteten Sandkugeln ausgekleidet wurde. Bei diesem Exemplar sind außerdem monaxone Schwammnadeln zu erkennen, die sekundär in den Bau eingespült worden sind.",9
SM 2012-4280,437945,https://sammlung-online.stadtmuseum.de/index.html?objektid=437945,SM-2012-4280,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4280_MichaelSetzpfandt.jpg,Faxe-Kalk,"H: 4,80 cm, B: 8,10 cm, T: 4,90 cm","4,8","8,1","4,9",cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,"Kiesgrube Parey, Berlin-Spandau","52.546880, 13.166172",,,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig.","15,16"
SM 2012-4281,437956,https://sammlung-online.stadtmuseum.de/index.html?objektid=437956,SM-2012-4281,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4281_MichaelSetzpfandt.jpg,Septarien-Knolle,"H: 5,00 cm, B: 6,60 cm, T: 6,00 cm",5,"6,6",6,cm,Kalkstein,Q23757,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Die Septarien-Knolle ist ein Geschiebe aus Norddeutschland. Ihr Alter beträgt ca. 32 Millionen Jahre (Tertiär, mittleres Oligozän). Septarien-Knollen sind Kalk-Konkretionen, die im Inneren Austrocknungs- und Schrumpfungsrisse hatten, in denen sich Minerale (meist Calcit) abgeschieden haben. Diese Calcit-Spalten sind härter als das umgebende Material und wittern septenartig heraus. Die auffälligen Knollen waren namengebend für den Septarienton, in dem sie entstanden sind.","9,28"
SM 2012-4282,437962,https://sammlung-online.stadtmuseum.de/index.html?objektid=437962,SM-2012-4282,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4282_MichaelSetzpfandt.jpg,Stromatopore,"H: 6,10 cm, B: 20,00 cm, T: 9,50 cm","6,1",20,"9,5",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Kiesgrube Gusow,"52.565067, 14.324610",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen.",9
SM 2012-4283,437968,https://sammlung-online.stadtmuseum.de/index.html?objektid=437968,SM-2012-4283,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4283.jpg,Stromatopore,"H: 7,50 cm, B: 7,00 cm, T: 9,70 cm","7,5",7,"9,7",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Kiesgrube Gusow,"52.565067, 14.324610",,,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen.",9
SM 2012-4284,437970,https://sammlung-online.stadtmuseum.de/index.html?objektid=437970,SM-2012-4284,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4284_MichaelSetzpfandt.jpg,Stromatopore,"H: 6,80 cm, B: 17,20 cm, T: 8,50 cm","6,8","17,2","8,5",cm,Kalkstein,Q23757,428,Silur,Q62412,Ostseeraum um Gotland,,Q1027830,2711511,Ahrenshoop,,Q402819,2856200,"Die Stromatopore ist ein Geschiebe aus dem Gebiet um Gotland, Schweden. Ihr Alter beträgt ca. 428 Millionen Jahre (Silur, Wenlock). Stromatoporen sind eine ausgestorbene, koloniebildende Tiergruppe, welche heute meist den Schwämmen zugeordnet wird. Zusammen mit Korallen waren sie wichtige Riffbildner. Im Silur war Gotland von einem warmen Flachmeer überdeckt und lag in einer ruhigen tektonischen Zone. Somit bestanden gute ökologische Bedingungen für Riffbildungen.",9
SM 2012-4285 1-2,437971,https://sammlung-online.stadtmuseum.de/index.html?objektid=437971,SM-2012-4285-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-4285-1-2_MichaelSetzpfandt.jpg,Kelloway-Kalksandstein,"H: 8,40 cm, B: 30,50 cm, T: 22,00 cm","8,4","30,5",22,cm,Kalksandstein,Q13085,160,Jura,Q45805,"Polen, Litauen und angrenzender Ostseeraum","54.546460, 18.990221",,,Unteruckersee bei Prenzlau,,,2818521,"Der Kelloway-Sandstein ist ein Geschiebe aus dem Raum von Litauen bis zur Odermündung. Sein Alter beträgt 160 Millionen Jahre (mittlerer Jura, Callovium). Es handelt sich um einen fossilreichen, eisenhaltigen Kalksandstein, der vorwiegend Muscheln, seltener Schnecken oder Ammoniten enthält. Das Gestein ist meist von grauer Farbe mit einer hellbraunen Verwitterungsrinde. Das vorliegende Stück zeigt die typische Ausbildung mit Brauneisen-Ooiden sowie vielen Muscheln.","9,23"
